Date,price,addressline1,addressline2,po,bedrooms,totalbedrooms,bathrooms,propertyType,BuildingType,storeys,communityName,title,landSize,Builtin,parkingType,publishTime,PriceHistory,totalFinishedArea,appliancesIncluded,foundationType,style,architectureStyle,basementType
Mar-22,169900,184 Circle Drive,"Lake Echo, Nova Scotia B3E1C1",B3E1C1,3,3,1,Single Family,Mobile Home,1,Lake Echo,Leasehold,under 1/2 acre,2000,,10 days,,1152,"Stove, Dishwasher, Dryer, Washer, Microwave Range Hood Combo, Refrigerator",,,Mini,None
Mar-22,999900,119 Kingswood Drive,"Hammonds Plains, Nova Scotia B4B1K4",B4B1K4,5,6,4,Single Family,House,2,Hammonds Plains,Freehold,1 - 3 acres,1993,"Garage, Detached Garage",10 days,,4241,"Stove, Dishwasher, Dryer, Washer, Refrigerator, Hot Tub",Poured Concrete,Detached,,
Mar-22,939000,233 Amesbury Gate,"Bedford, Nova Scotia B4B0R8",B4B0R8,3,4,4,Single Family,House,2,Bedford,Freehold,under 1/2 acre,2020,Garage,10 days,,2976,"Range - Electric, Stove, Dishwasher, Dryer, Washer",Poured Concrete,Detached,,Full (Finished)
Mar-22,474900,110 Darlington Drive,"Middle Sackville, Nova Scotia B4E0H4",B4E0H4,3,3,4,Single Family,House,2,Middle Sackville,Freehold,under 1/2 acre,2011,"Garage, Attached Garage",10 days,"Jul 26, 2018 Sold $262,000",1950,"Range, Dryer, Washer, Refrigerator",Poured Concrete,Semi-detached,,
Mar-22,799900,21 Rowledge Lane,"Bedford, Nova Scotia B4A0J6",B4A0J6,3,4,4,Single Family,House,2,Bedford,Freehold,under 1/2 acre,2020,"Garage, Attached Garage",10 days,,2895,,,Detached,,
Mar-22,249000,1959 Morden Road,"Aylesford, Nova Scotia B0P1C0",B0P1C0,2,2,2,Single Family,House,2,Aylesford,Freehold,3 - 10 acres,,Gravel,10 days,"Apr 30, 2018 Sold $113,500",970,"Stove, Dryer, Washer, Microwave, Refrigerator",Stone,Detached,,Crawl space
Mar-22,420000,45 Maple Crescent,"Mount William, Nova Scotia B2H5C6",B2H5C6,2,3,2,Single Family,House,2,Mount William,Freehold,1 - 3 acres,1982,Gravel,10 days,,2468,,Poured Concrete,Detached,4 Level,Crawl space
Mar-22,299900,1304 1457 Brenton Street,"Halifax Peninsula, Nova Scotia B3J3T3",B3J3T3,1,1,1,Single Family,Apartment,1,Halifax Peninsula,Condominium/Strata,1/2 - 1 acre,1992,"Garage, Attached Garage",10 days,"May 1, 2014 Sold $274,000",695,"Range, Dishwasher, Microwave, Refrigerator",Poured Concrete,,,None
Mar-22,349000,35 Lillian Drive,"Woodlawn, Nova Scotia B2W4B3",B2W4B3,3,3,2,Single Family,House,2,Woodlawn,Freehold,under 1/2 acre,1975,,10 days,"Mar 23, 2015 Sold $185,900",1377,"Stove, Dishwasher, Dryer, Washer, Microwave Range Hood Combo",Poured Concrete,Semi-detached,,
Mar-22,284500,1622 North Main Street,"Westville, Nova Scotia B0K2A0",B0K2A0,3,3,2,Single Family,House,3,Westville,Freehold,under 1/2 acre,1959,Parking Space(s),10 days,,1558,"Stove, Dryer - Electric, Washer, Refrigerator",Poured Concrete,Detached,3 Level,Partial
Mar-22,599000,64 Dill Road Extension,"Currys Corner, Nova Scotia B0N2T0",B0N2T0,3,3,3,Single Family,House,2,Currys Corner,Freehold,1 - 3 acres,2008,"Garage, Attached Garage, Interlocked",10 days,"Aug 31, 2018 Sold $380,000",2435,"Oven - Electric, Range - Gas, Dishwasher, Dryer - Electric, Washer, Refrigerator",Poured Concrete,Detached,,Full (Partially finished)
Mar-22,199900,3029 Beaver Bank Road,"Beaver Bank, Nova Scotia B4C2S6",B4C2S6,0,1,1,Single Family,House,1,Beaver Bank,Freehold,under 1/2 acre,,,10 days,"Jun 4, 2018 Sold $140,000",1400,"Stove, Dishwasher, Dryer, Washer, Refrigerator",Poured Concrete,Detached,Character,Full (Finished)
Mar-22,599900,51 Stone Mount Drive,"Lower Sackville, Nova Scotia B4C4A2",B4C4A2,5,5,3,Single Family,House,1,Lower Sackville,Freehold,1/2 - 1 acre,1994,Garage,10 days,"Jul 28, 2014 Sold $360,000",2820,"Cooktop, Oven, Dishwasher, Dryer, Washer, Refrigerator, Central Vacuum",Concrete Slab,Detached,2 Level,Unknown
Mar-22,479900,858 Shaw Road,"Somerset, Nova Scotia B0P1E0",B0P1E0,3,3,2,Single Family,House,1,Somerset,Freehold,3 - 10 acres,2012,"Garage, Detached Garage, Gravel",10 days,"Feb 23, 2021 Sold $345,000",1287,"Stove, Dishwasher, Dryer, Washer, Refrigerator",Concrete Slab,Detached,Character,None
Mar-22,529900,81 Rockmanor Drive,"Bedford, Nova Scotia B4A2V7",B4A2V7,3,3,3,Single Family,House,1,Bedford,Freehold,under 1/2 acre,1978,"Garage, Attached Garage",10 days,,1763,"Stove, Dishwasher, Dryer, Washer, Refrigerator",Poured Concrete,Detached,,
Mar-22,424900,32 Martyn Drive,"Fall River, Nova Scotia B2T1E7",B2T1E7,3,5,2,Single Family,House,1,Fall River,Freehold,under 1/2 acre,1977,"Garage, Attached Garage",10 days,"Nov 15, 2018 Sold $239,900",1960,"Stove, Dishwasher, Dryer, Washer, Microwave Range Hood Combo, Refrigerator",Poured Concrete,Detached,,
Mar-22,439900,74 Shepherds Lane,"Lawrencetown, Nova Scotia B2Z1E7",B2Z1E7,3,3,2,Single Family,House,1,Lawrencetown,Freehold,1 - 3 acres,,"Garage, Detached Garage, Gravel",10 days,"Oct 14, 2005 Sold $189,000",2430,"Dishwasher, Microwave Range Hood Combo",Poured Concrete,Detached,Character,Full (Finished)
Mar-22,799900,lot BC10A 40 Bramwell Court,"Bedford West, Nova Scotia B4B0W2",B4B0W2,3,4,4,Single Family,House,2,Bedford West,Freehold,under 1/2 acre,,Garage,10 days,,2589,"Dishwasher, Microwave Range Hood Combo",Poured Concrete,Detached,,Full (Finished)
Mar-22,225000,235 Taylor Drive Extension,"Nictaux, Nova Scotia B0S1P0",B0S1P0,4,4,1,Single Family,House,1,Nictaux,Freehold,1 - 3 acres,1972,,10 days,"May 31, 2018 Sold $130,000",1248,"Range - Gas, Dishwasher, Dryer - Electric, Washer, Freezer, Refrigerator",Concrete Block,Detached,Character,Partial (Partially finished)
Mar-22,279900,54 MacLaughlin Drive,"Port Hawkesbury, Nova Scotia B9A2E8",B9A2E8,4,4,2,Single Family,House,2,Port Hawkesbury,Freehold,under 1/2 acre,1963,,10 days,,1832,"Stove, Dishwasher, Dryer, Washer, Freezer - Chest, Refrigerator",Poured Concrete,Detached,,Full (Unfinished)
Mar-22,459900,22 Ridge Avenue,"Stewiacke, Nova Scotia B0N2J0",B0N2J0,3,3,2,Single Family,House,1,Stewiacke,Freehold,under 1/2 acre,,"Garage, Attached Garage, Gravel",10 days,,1330,None,Concrete Slab,Detached,Character,None
Mar-22,349900,17 Teviot Place,"Valley, Nova Scotia B6L2W7",B6L2W7,3,6,3,Single Family,House,1,Valley,Freehold,under 1/2 acre,1972,Gravel,10 days,"May 29, 2009 Sold $134,000",2986,,Poured Concrete,Detached,,Full (Finished)
Mar-22,1252500,1409 1650 Granville Street,"Halifax, Nova Scotia B3J0E1",B3J0E1,3,3,3,Single Family,Apartment,1,Halifax,Condominium/Strata,,,"Garage, Other",10 days,,1770,"Cooktop - Electric, Oven - Electric, Dishwasher, Dryer, Washer, Microwave, Refrigerator, Intercom",Poured Concrete,,Other,
Mar-22,399900,20 Kirtland Court,"Dartmouth, Nova Scotia B2W4P6",B2W4P6,2,3,2,Single Family,House,1,Dartmouth,Freehold,under 1/2 acre,1977,"Garage, Detached Garage",10 days,"Jul 19, 2013 Sold $225,000",1300,"Stove, Dishwasher, Dryer, Washer, Refrigerator",Poured Concrete,Detached,Character,Full (Finished)
Mar-22,285000,7084 3 Highway,"Hunts Point, Nova Scotia B0T1G0",B0T1G0,2,3,3,Single Family,House,1,Hunts Point,Freehold,1/2 - 1 acre,1980,"Garage, Detached Garage, Gravel",10 days,"Aug 19, 2017 Sold $193,000",1725,"Dishwasher, Dryer, Washer, Refrigerator",Poured Concrete,Detached,Character,Full (Finished)
Mar-22,223800,230 Granville Street,"New Glasgow, Nova Scotia B2H4Y7",B2H4Y7,3,4,2,Single Family,House,2,New Glasgow,Freehold,under 1/2 acre,,,10 days,"Jul 28, 2017 Sold $145,000",1406,,Poured Concrete,Detached,,Crawl space
Mar-22,429900,154 Porters Lake Station Road,"Porters Lake, Nova Scotia B3E1J9",B3E1J9,2,2,1,Single Family,House,1,Porters Lake,Freehold,10 - 49 acres,1998,Gravel,10 days,"Mar 26, 2004 Sold $114,000",1170,"Cooktop - Propane, Oven - Propane, Dishwasher, Dryer - Electric, Washer, Freezer - Stand Up, Refrigerator",Concrete Block,Detached,Character,Crawl space
Mar-22,299000,86 BURNYEAT Street,"Truro, Nova Scotia B2N4R1",B2N4R1,3,5,2,Single Family,House,1,Truro,Freehold,under 1/2 acre,1966,Gravel,11 days,"Apr 27, 2012 Sold $127,000",2070,"Stove, Dishwasher, Dryer, Washer, Microwave Range Hood Combo, Refrigerator",Poured Concrete,Detached,Character,Full (Finished)
Mar-22,279900,35 Shannon Drive,"Truro, Nova Scotia B2N3V5",B2N3V5,3,5,2,Single Family,House,1,Truro,Freehold,1/2 - 1 acre,,"Carport, Gravel",11 days,"May 5, 2006 Sold $112,500",1646,"Stove, Dishwasher, Refrigerator",Concrete Block,Detached,Character,
Mar-22,289900,1116 Main Road,"Eastern Passage, Nova Scotia B0J3A0",B0J3A0,2,2,1,Single Family,House,1,Eastern Passage,Freehold,under 1/2 acre,1952,"Garage, Detached Garage",11 days,"Oct 16, 2006 Sold $133,500",930,"Stove, Dishwasher, Refrigerator",Concrete Block,Detached,Character,Full (Unfinished)
Mar-22,269900,191 Highway 208,"New Germany, Nova Scotia B0R1E0",B0R1E0,3,3,1,Single Family,House,1,New Germany,Freehold,10 - 49 acres,1968,"Garage, Carport",11 days,,1050,"Range - Electric, Refrigerator",Poured Concrete,Detached,Character,Full
Mar-22,348500,474 Pictou Road,"Valley, Nova Scotia B2N2T8",B2N2T8,3,4,3,Single Family,House,1,Valley,Freehold,under 1/2 acre,2020,Gravel,11 days,,2232,"Stove, Dishwasher, Dryer, Washer, Refrigerator",Poured Concrete,Detached,Character,
Mar-22,229500,3626 Highway 289,"Halfway Brook, Nova Scotia B0N1C0",B0N1C0,3,3,1,Single Family,House,2,Halfway Brook,Freehold,1 - 3 acres,1835,Gravel,11 days,"May 10, 2021 Sold $80,000",1458,"Stove, Dryer, Washer, Refrigerator",Stone,Detached,2 Level,Full
Mar-22,299900,47 Martin Lake Drive,"Lake Echo, Nova Scotia B3E1B8",B3E1B8,3,3,1,Single Family,House,1,Lake Echo,Freehold,1/2 - 1 acre,1968,Garage,11 days,,1419,"Oven, Dishwasher, Dryer, Washer, Refrigerator",Poured Concrete,Detached,,Crawl space
Mar-22,599900,335 Royal Oaks Way,"Belnan, Nova Scotia B2S0E4",B2S0E4,3,3,2,Single Family,House,1,Belnan,Freehold,1 - 3 acres,2016,"Garage, Attached Garage, Detached Garage, Gravel",11 days,,1651,,Concrete Slab,Detached,Character,None
Mar-22,649000,26 Windstone Close,"Bedford, Nova Scotia B4A4L4",B4A4L4,3,3,4,Single Family,Row / Townhouse,2,Bedford,Freehold,under 1/2 acre,2005,"Garage, Attached Garage",11 days,"May 27, 2009 Sold $292,500",2340,"Range, Dryer, Washer, Refrigerator",Poured Concrete,,,Full
Mar-22,279900,1201 Black Hole Road,"Canning, Nova Scotia B0P1H0",B0P1H0,2,3,1,Single Family,House,1,Canning,Freehold,1 - 3 acres,,"Garage, Detached Garage, Underground",11 days,"Oct 31, 2002 Sold $82,000",1450,"Range - Electric, Dishwasher, Refrigerator",Poured Concrete,Detached,Character,
Mar-22,239000,3095 Prospect Road,"Prospect, Nova Scotia B0P1G0",B0P1G0,4,4,2,Single Family,House,2,Prospect,Freehold,1 - 3 acres,,Gravel,11 days,"Jul 6, 2012 Sold $55,000",2040,"Stove, Dishwasher, Dryer, Washer, Freezer, Refrigerator","Concrete Block, Stone",Detached,,Partial (Unfinished)
Mar-22,145000,438 Turner Point Drive,"Walden, Nova Scotia B0J2E0",B0J2E0,3,3,0,Single Family,House,2,Walden,Freehold,1 - 3 acres,2017,Gravel,11 days,"Jun 24, 2015 Sold $15,000",847,"Microwave, Refrigerator",Concrete Slab,Detached,"Cottage, Camp",None
Mar-22,1299900,1098 Terence Bay Road,"Terence Bay, Nova Scotia B3T1X5",B3T1X5,3,3,4,Single Family,House,2,Terence Bay,Freehold,1/2 - 1 acre,1995,"Garage, Detached Garage",11 days,"Jun 21, 2013 Sold $475,000",3570,"Central Vacuum, Cooktop - Electric, Oven, Dishwasher, Dryer - Electric, Washer, Microwave Range Hood Combo, Refrigerator, Water softener",Poured Concrete,Detached,,Full (Partially finished)
Mar-22,449900,243 Cross Road,"Upper Kennetcook, Nova Scotia B0N2L0",B0N2L0,2,2,2,Single Family,House,2,Upper Kennetcook,Freehold,10 - 49 acres,2017,Gravel,11 days,"Nov 30, 2017 Sold $190,000",1568,,Poured Concrete,Detached,,Full (Partially finished)
Mar-22,199000,2252 Highway 344,"Manassette Lake, Nova Scotia B0H1G0",B0H1G0,3,3,1,Single Family,Mobile Home,1,Manassette Lake,Freehold,50 - 100 acres,1996,"Gravel, Parking Space(s)",11 days,,1126,"Range - Electric, Dryer, Washer",,,,None
Mar-22,225000,4311 South River Road,"Antigonish, Nova Scotia B2G0B4",B2G0B4,2,2,2,Single Family,Mobile Home,1,Antigonish,Freehold,under 1/2 acre,2010,Gravel,11 days,"Aug 31, 2017 Sold $125,000",896,"Stove, Dishwasher, Refrigerator",,,Mini,None
Mar-22,129900,914 214 Highway,"Belnan, Nova Scotia B2S2P7",B2S2P7,3,3,1,Single Family,House,2,Belnan,Freehold,1 - 3 acres,1859,Gravel,11 days,,1800,"Stove, Dryer, Refrigerator",Stone,Detached,,Partial (Unfinished)
Mar-22,429900,4598 Highway 2,"Wellington, Nova Scotia B2T1B8",B2T1B8,2,3,3,Single Family,House,2,Wellington,Freehold,1/2 - 1 acre,1987,"Carport, Gravel",11 days,,2044,"Range - Electric, Dishwasher, Dryer, Washer, Refrigerator",Poured Concrete,Detached,,
Mar-22,299500,366 MAIN Street,"Middleton, Nova Scotia B0S1P0",B0S1P0,5,5,2,Single Family,House,2,Middleton,Freehold,under 1/2 acre,1913,,11 days,,2800,"Gas stove(s), Washer, Refrigerator",Stone,Detached,,Full (Unfinished)
Mar-22,549000,68 College Grant Road,"College Grant, Nova Scotia B0K1R0",B0K1R0,6,6,2,Single Family,House,3,College Grant,Freehold,10 - 49 acres,1988,"Garage, Detached Garage, Gravel",11 days,,3320,"Cooktop - Electric, Oven, Dishwasher, Microwave, Refrigerator",Poured Concrete,Detached,2 Level,
Mar-22,379900,33 Birch Street,"Salmon River, Nova Scotia B2N4W9",B2N4W9,3,3,2,Single Family,House,1,Salmon River,Freehold,under 1/2 acre,1970,,11 days,,2280,"Stove, Dishwasher, Dryer, Washer, Microwave, Refrigerator",Poured Concrete,Detached,Character,
Mar-22,124500,723 Old Tatamagouche Road,"Onslow Mountain, Nova Scotia B6L6N9",B6L6N9,2,2,2,Single Family,House,1,Onslow Mountain,Freehold,1/2 - 1 acre,1985,Gravel,11 days,,912,"Stove, Dryer, Washer, Refrigerator",,Detached,Character,None
Mar-22,239900,15 Vance Drive,"Bible Hill, Nova Scotia B2N2Z4",B2N2Z4,3,3,2,Single Family,House,1,Bible Hill,Freehold,under 1/2 acre,,"Garage, Attached Garage",11 days,,2184,"Stove, Dryer, Washer, Refrigerator, Water softener",Poured Concrete,Detached,,
Mar-22,229900,123 Victoria Street,"Parrsboro, Nova Scotia B0M1S0",B0M1S0,3,3,2,Single Family,House,1,Parrsboro,Freehold,under 1/2 acre,,"Garage, Attached Garage",11 days,"Sep 29, 2017 Sold $120,000",1120,"Dishwasher, Washer/Dryer Combo, Fridge/Stove Combo",Poured Concrete,Detached,Character,Partial
Mar-22,359900,79 Highbury Road,"New Minas, Nova Scotia B4N3P9",B4N3P9,3,3,2,Single Family,House,1,New Minas,Freehold,under 1/2 acre,2004,,11 days,,1200,"Stove, Dishwasher, Microwave Range Hood Combo, Refrigerator","Poured Concrete, Concrete Slab",Detached,Character,None
Mar-22,299900,4590 Highway 2,"Wellington, Nova Scotia B2T1B8",B2T1B8,3,3,1,Single Family,House,1,Wellington,Freehold,under 1/2 acre,1962,"Garage, Attached Garage, Gravel",11 days,"Oct 1, 2010 Sold $174,500",1261,,Poured Concrete,Detached,Character,Crawl space
Mar-22,469000,39 Dr Ernst Court,"Bridgewater, Nova Scotia B4V9A3",B4V9A3,3,3,2,Single Family,House,1,Bridgewater,Freehold,under 1/2 acre,2012,"Garage, Attached Garage",11 days,,1803,,"Poured Concrete, Concrete Slab",Detached,Character,None
Mar-22,3300000,116 Princes Inlet Drive,"Martins Brook, Nova Scotia B0J2C0",B0J2C0,4,5,5,Single Family,House,2,Martins Brook,Freehold,3 - 10 acres,2003,"Garage, Detached Garage, Gravel",11 days,,7290,"Central Vacuum, Range, Dishwasher, Dryer, Washer, Refrigerator",Poured Concrete,Detached,,Full (Finished)
Mar-22,450000,216 2070 Quingate Place,"Halifax, Nova Scotia B3L4S1",B3L4S1,2,2,2,Single Family,Apartment,1,Halifax,Condominium/Strata,Unknown,1983,"Parking Space(s), Other",12 days,,1050,"Stove, Dishwasher, Dryer - Electric, Washer, Refrigerator",Poured Concrete,,2 Level,None
Mar-22,399000,35 Greening Drive,"Antigonish, Nova Scotia B2G1R2",B2G1R2,3,6,2,Single Family,House,1,Antigonish,Freehold,1/2 - 1 acre,1972,Carport,11 days,,1534,"Range, Dishwasher, Dryer, Washer, Refrigerator",Poured Concrete,Detached,Character,
Mar-22,599900,100 Brentwood Road,"Brentwood, Nova Scotia B0N1C0",B0N1C0,3,3,3,Single Family,House,2,Brentwood,Freehold,10 - 49 acres,1922,Gravel,11 days,,2428,"Oven, Dishwasher, Dryer, Washer, Refrigerator, Central Vacuum",Poured Concrete,Detached,,Full (Partially finished)
Mar-22,499000,3149 Highway 246,"Tatamagouche, Nova Scotia B0K1V0",B0K1V0,3,3,3,Single Family,House,1,Tatamagouche,Freehold,10 - 49 acres,2008,"Garage, Detached Garage",11 days,,2220,"Stove, Dishwasher, Dryer, Washer, Refrigerator",Poured Concrete,Detached,Character,Full (Partially finished)
Mar-22,197000,416 Old Farm Road S,"Parrsboro, Nova Scotia B0M1S0",B0M1S0,2,2,1,Single Family,House,1,Parrsboro,Freehold,1 - 3 acres,1987,Gravel,12 days,"May 17, 2021 Sold $130,000",810,"Range, Dishwasher, Dryer, Washer, Refrigerator",Concrete Slab,Detached,Character,None
Mar-22,229900,4713 Highway 1,"Three Mile Plains, Nova Scotia B0N2T0",B0N2T0,2,2,1,Single Family,House,1,Three Mile Plains,Freehold,1/2 - 1 acre,,Gravel,12 days,,720,"Oven - Electric, Washer/Dryer Combo, Microwave Range Hood Combo, Refrigerator",Concrete Slab,Detached,Character,None
Mar-22,709900,7492 Highway 1,"Ardoise, Nova Scotia B0N1L0",B0N1L0,3,3,2,Single Family,House,2,Ardoise,Freehold,1 - 3 acres,2019,"Garage, Attached Garage, Detached Garage, Gravel",12 days,"Jul 19, 2018 Sold $26,500 (CAD)",2599,"Stove, Dishwasher, Dryer, Washer, Microwave Range Hood Combo, Refrigerator",Concrete Slab,Detached,Character,None
Mar-22,489900,30 Beech Tree Run,"Beechville, Nova Scotia B3T2E5",B3T2E5,3,3,3,Single Family,House,2,Beechville,Freehold,under 1/2 acre,2000,"Garage, Gravel",12 days,,2080,"Stove, Dishwasher, Dryer, Washer, Refrigerator",Poured Concrete,Detached,,Full (Finished)
Mar-22,369900,18 Holmes Hill,"Hantsport, Nova Scotia B0P1P0",B0P1P0,3,3,2,Single Family,House,2,Hantsport,Freehold,1/2 - 1 acre,1975,"Garage, Attached Garage",12 days,"Nov 1, 2012 Sold $187,500",2155,"Stove, Dryer, Washer, Refrigerator",Poured Concrete,Detached,,
Mar-22,696900,6 High Valley Drive,"West St. Andrews, Nova Scotia B0N2J0",B0N2J0,2,4,3,Single Family,House,1,West St. Andrews,Freehold,1 - 3 acres,,"Garage, Attached Garage",12 days,,2488,"Stove, Dishwasher, Refrigerator",Poured Concrete,Detached,Character,Full (Partially finished)
Mar-22,379900,62 MacLellan Street,"Antigonish, Nova Scotia B2G2P2",B2G2P2,3,3,2,Single Family,House,1,Antigonish,Freehold,under 1/2 acre,1979,,12 days,,2170,,Poured Concrete,Detached,Character,Crawl space
Mar-22,399900,45 Dartmouth Road,"Bedford, Nova Scotia B4A2L3",B4A2L3,3,3,2,Single Family,House,2,Bedford,Freehold,under 1/2 acre,,Gravel,12 days,"Nov 15, 2021 Sold $238,000",1920,"Oven, Dishwasher, Washer/Dryer Combo, Refrigerator",Poured Concrete,Detached,,
Mar-22,324900,1795 Drummond Drive,"Kingston, Nova Scotia B0P1R0",B0P1R0,3,4,3,Single Family,House,1,Kingston,Freehold,under 1/2 acre,1994,,12 days,"Aug 16, 2021 Sold $286,000 (CAD)",2200,Dishwasher,Poured Concrete,Detached,,Full (Finished)
Mar-22,189900,161 Exhibition Street,"North Kentville, Nova Scotia B4N1C3",B4N1C3,2,2,1,Single Family,House,2,North Kentville,Freehold,under 1/2 acre,1941,Gravel,12 days,,938,"Stove, Dryer - Electric, Washer","Concrete Block, Poured Concrete",Detached,,Full (Unfinished)
Mar-22,2000000,810 Young Avenue,"Halifax, Nova Scotia B3H2V7",B3H2V7,7,7,5,Single Family,House,2,Halifax,Freehold,under 1/2 acre,1918,,12 days,,3870,"Cooktop - Electric, Oven - Electric, Dishwasher, Dryer, Washer, Microwave, Refrigerator",Poured Concrete,Detached,,
Mar-22,889000,88B Shore Road,"Dartmouth, Nova Scotia B3A1A4",B3A1A4,3,3,4,Single Family,Row / Townhouse,3,Dartmouth,Freehold,under 1/2 acre,2006,Garage,12 days,"Mar 8, 2017 Sold $450,000",2400,"Gas stove(s), Dishwasher, Washer/Dryer Combo, Microwave Range Hood Combo, Refrigerator",Poured Concrete,,,Full
Mar-22,415000,578 Brandy Avenue,"Greenwood, Nova Scotia B0P1R0",B0P1R0,3,4,3,Single Family,House,1,Greenwood,Freehold,under 1/2 acre,1995,"Garage, Attached Garage",12 days,"May 31, 2018 Sold $234,000 (CAD)",2576,"Stove, Dishwasher, Washer/Dryer Combo, Microwave, Refrigerator, Hot Tub",Poured Concrete,Detached,,Full (Finished)
Mar-22,259900,2812 Beaverbank Road,"Beaver Bank, Nova Scotia B4G1E6",B4G1E6,4,5,2,Single Family,House,1,Beaver Bank,Freehold,1 - 3 acres,1972,"Garage, Attached Garage",12 days,"Sep 28, 2011 Sold $185,000",1920,"Stove, Dishwasher",Poured Concrete,Detached,Character,Full (Partially finished)
Mar-22,359000,1107-1109 Governor Court Crescent,"North Kentville, Nova Scotia B4N5E2",B4N5E2,0,4,2,Single Family,Duplex,1,North Kentville,Freehold,under 1/2 acre,1991,Gravel,12 days,"Jul 3, 2007 Sold $130,000",2100,"Stove, Dryer, Washer, Refrigerator",Poured Concrete,Side by side,,
